NAME	TITLE	SCORE	
TREX1	three prime repair exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:12269]	0.7687599	
C10orf99	chromosome 10 open reading frame 99 [Source:HGNC Symbol;Acc:HGNC:31428]	0.7687232	
FEM1C	fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933]	0.76847106	
TTC39C	tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]	0.7684661	
POF1B	POF1B actin binding protein [Source:HGNC Symbol;Acc:HGNC:13711]	0.7684393	
ZNF48	zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]	0.7683062	
DOCK10	dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]	0.7680969	
GGCT	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]	0.7680493	
HOXB9	homeobox B9 [Source:HGNC Symbol;Acc:HGNC:5120]	0.767923	
RPL28	ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:10330]	0.7677799	
PRSS27	serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475]	0.76756483	
DUOXA2	dual oxidase maturation factor 2 [Source:HGNC Symbol;Acc:HGNC:32698]	0.7670239	
EFCAB6	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]	0.7669032	
ROBO3	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]	0.7667369	
SLC22A25	solute carrier family 22 member 25 [Source:HGNC Symbol;Acc:HGNC:32935]	0.76666594	
GPR65	G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]	0.76617277	
SLC15A1	solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920]	0.76616323	
PSORS1C2	psoriasis susceptibility 1 candidate 2 [Source:HGNC Symbol;Acc:HGNC:17199]	0.7654472	
SLC39A4	solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]	0.7652195	
CYP4F22	cytochrome P450 family 4 subfamily F member 22 [Source:HGNC Symbol;Acc:HGNC:26820]	0.7649048	
EVPL	envoplakin [Source:HGNC Symbol;Acc:HGNC:3503]	0.7639667	
PLD2	phospholipase D2 [Source:HGNC Symbol;Acc:HGNC:9068]	0.7639176	
KLHL11	kelch like family member 11 [Source:HGNC Symbol;Acc:HGNC:19008]	0.7638401	
MRAS	muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]	0.76362216	
ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:35454]	0.76339334	
GAS5	growth arrest specific 5 [Source:HGNC Symbol;Acc:HGNC:16355]	0.76302415	
NBEAL2	neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]	0.76239866	
TLNRD1	talin rod domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13519]	0.76180804	
AADAC	arylacetamide deacetylase [Source:HGNC Symbol;Acc:HGNC:17]	0.760757	
SLAMF9	SLAM family member 9 [Source:HGNC Symbol;Acc:HGNC:18430]	0.76066977	
GSTA5	glutathione S-transferase alpha 5 [Source:HGNC Symbol;Acc:HGNC:19662]	0.76036686	
DEFB103A	defensin beta 103A [Source:HGNC Symbol;Acc:HGNC:15967]	0.7595252	
BAX	BCL2 associated X, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:959]	0.75840527	
HOXD10	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]	0.7581894	
FDPS	farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]	0.7581248	
PSTPIP1	proline-serine-threonine phosphatase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9580]	0.7580637	
BGLAP	bone gamma-carboxyglutamate protein [Source:HGNC Symbol;Acc:HGNC:1043]	0.75724095	
ENDOU	endonuclease, poly(U) specific [Source:HGNC Symbol;Acc:HGNC:14369]	0.75688577	
APLN	apelin [Source:HGNC Symbol;Acc:HGNC:16665]	0.7561516	
SSBP4	single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]	0.7559647	
RPL13	ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:10303]	0.75578696	
KLK8	kallikrein related peptidase 8 [Source:HGNC Symbol;Acc:HGNC:6369]	0.75577915	
FCRL1	Fc receptor like 1 [Source:HGNC Symbol;Acc:HGNC:18509]	0.755597	
ZNF355P	zinc finger protein 355, pseudogene [Source:HGNC Symbol;Acc:HGNC:17218]	0.755326	
PTK7	protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]	0.75518614	
PRIM1	DNA primase subunit 1 [Source:HGNC Symbol;Acc:HGNC:9369]	0.75516415	
KLK6	kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367]	0.7550015	
B4GALT4	beta-1,4-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:927]	0.75486183	
CENPX	centromere protein X [Source:HGNC Symbol;Acc:HGNC:11422]	0.7548046	
IL1R1	interleukin 1 receptor type 1 [Source:HGNC Symbol;Acc:HGNC:5993]	0.754691	
CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	0.754576	
CX3CR1	C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]	0.7544848	
GPANK1	G-patch domain and ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:13920]	0.75433683	
HSPBAP1	HSPB1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16389]	0.7542735	
MAMDC2	MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]	0.75364393	
NMT1	N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]	0.75362253	
RPS6	ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429]	0.7536195	
URAHP	urate (hydroxyiso-) hydrolase, pseudogene [Source:HGNC Symbol;Acc:HGNC:43695]	0.7534856	
S100A8	S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]	0.7533786	
MROH3P	maestro heat like repeat family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33122]	0.7532327	
RGS16	regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]	0.7527405	
DSG3	desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]	0.75247914	
ACE2	angiotensin I converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13557]	0.7520442	
PLK1	polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]	0.75192934	
ERLIN1	ER lipid raft associated 1 [Source:HGNC Symbol;Acc:HGNC:16947]	0.75172675	
RCBTB1	RCC1 and BTB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:18243]	0.7515128	
ACP7	acid phosphatase 7, tartrate resistant (putative) [Source:HGNC Symbol;Acc:HGNC:33781]	0.7514491	
SYNE4	spectrin repeat containing nuclear envelope family member 4 [Source:HGNC Symbol;Acc:HGNC:26703]	0.7507166	
KCNK5	potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]	0.75069904	
EML2	EMAP like 2 [Source:HGNC Symbol;Acc:HGNC:18035]	0.7506382	
PSME1	proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]	0.7506049	
POP1	POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]	0.74974316	
MOB1B	MOB kinase activator 1B [Source:HGNC Symbol;Acc:HGNC:29801]	0.7496983	
WWTR1	WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]	0.7495458	
CCP110	centriolar coiled-coil protein 110 [Source:HGNC Symbol;Acc:HGNC:24342]	0.7494092	
REEP4	receptor accessory protein 4 [Source:HGNC Symbol;Acc:HGNC:26176]	0.7493348	
ANKRD34A	ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]	0.7493286	
MCUB	mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]	0.7491898	
MISP	mitotic spindle positioning [Source:HGNC Symbol;Acc:HGNC:27000]	0.74916255	
DUOX1	dual oxidase 1 [Source:HGNC Symbol;Acc:HGNC:3062]	0.7490681	
RNF183	ring finger protein 183 [Source:HGNC Symbol;Acc:HGNC:28721]	0.7489716	
TRHR	thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]	0.74856967	
CNTN1	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]	0.7477052	
C2orf80	chromosome 2 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:34352]	0.74769354	
XCR1	X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1625]	0.7472379	
RPL36	ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]	0.7471967	
MICOS13	mitochondrial contact site and cristae organizing system subunit 13 [Source:HGNC Symbol;Acc:HGNC:33702]	0.7471724	
MAP3K1	mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848]	0.7466854	
GPX6	glutathione peroxidase 6 [Source:HGNC Symbol;Acc:HGNC:4558]	0.7465769	
C15orf62	chromosome 15 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:34489]	0.7465105	
POLR3E	RNA polymerase III subunit E [Source:HGNC Symbol;Acc:HGNC:30347]	0.74649495	
EEF1A1	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]	0.7462961	
SLC39A6	solute carrier family 39 member 6 [Source:HGNC Symbol;Acc:HGNC:18607]	0.74618334	
KCNH6	potassium voltage-gated channel subfamily H member 6 [Source:HGNC Symbol;Acc:HGNC:18862]	0.74616724	
NELFE	negative elongation factor complex member E [Source:HGNC Symbol;Acc:HGNC:13974]	0.74601865	
AGER	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	0.74508315	
CPQ	carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:16910]	0.74501586	
ESYT2	extended synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:22211]	0.74465626	
TALDO1	transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559]	0.74445134	
PRCP	prolylcarboxypeptidase [Source:HGNC Symbol;Acc:HGNC:9344]	0.7443537	
NRP2	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]	0.7441524	
RPL27	ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328]	0.7436099	
NUCB1	nucleobindin 1 [Source:HGNC Symbol;Acc:HGNC:8043]	0.74351615	
DBIL5P	diazepam binding inhibitor-like 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:38519]	0.7426838	
SLC11A1	solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]	0.7426512	
PLEK2	pleckstrin 2 [Source:HGNC Symbol;Acc:HGNC:19238]	0.74204504	
OR51V1	olfactory receptor family 51 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:19597]	0.7412368	
OTOP2	otopetrin 2 [Source:HGNC Symbol;Acc:HGNC:19657]	0.7411846	
MRC1	mannose receptor C-type 1 [Source:HGNC Symbol;Acc:HGNC:7228]	0.7410589	
AJUBA	ajuba LIM protein [Source:HGNC Symbol;Acc:HGNC:20250]	0.7408037	
FZD3	frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]	0.73998886	
COMMD5	COMM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17902]	0.7394384	
LINGO4	leucine rich repeat and Ig domain containing 4 [Source:HGNC Symbol;Acc:HGNC:31814]	0.738836	
IFITM2	interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]	0.7379757	
HEXB	hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]	0.737963	
CDK2AP2	cyclin dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]	0.73776287	
LBHD1	LBH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28351]	0.7377166	
LONRF3	LON peptidase N-terminal domain and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:21152]	0.73766506	
IRGM	immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]	0.73668635	
RPL30	ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:10333]	0.73633385	
SESTD1	SEC14 and spectrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18379]	0.73503625	
HSPB11	heat shock protein family B (small) member 11 [Source:HGNC Symbol;Acc:HGNC:25019]	0.7346885	
ANGPT2	angiopoietin 2 [Source:HGNC Symbol;Acc:HGNC:485]	0.7339721	
HOXC5	homeobox C5 [Source:HGNC Symbol;Acc:HGNC:5127]	0.733833	
ALDH3B1	aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]	0.7335554	
CLEC14A	C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832]	0.7332337	
CD6	CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]	0.7329721	
SLC9A3R2	SLC9A3 regulator 2 [Source:HGNC Symbol;Acc:HGNC:11076]	0.73289704	
ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) [Source:HGNC Symbol;Acc:HGNC:5347]	0.7322017	
FRMD4B	FERM domain containing 4B [Source:HGNC Symbol;Acc:HGNC:24886]	0.731629	
CTSC	cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]	0.73105407	
SLC37A2	solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644]	0.7309625	
PODNL1	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	0.7307948	
P2RY4	pyrimidinergic receptor P2Y4 [Source:HGNC Symbol;Acc:HGNC:8542]	0.73025036	
BLMH	bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]	0.72999436	
ESD	esterase D [Source:HGNC Symbol;Acc:HGNC:3465]	0.72989887	
CCDC12	coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]	0.72973734	
RALY	RALY heterogeneous nuclear ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15921]	0.72971565	
ICOS	inducible T cell costimulator [Source:HGNC Symbol;Acc:HGNC:5351]	0.7296409	
SRPK1	SRSF protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:11305]	0.7292857	
HTR1D	5-hydroxytryptamine receptor 1D [Source:HGNC Symbol;Acc:HGNC:5289]	0.72909933	
FAM167B	family with sequence similarity 167 member B [Source:HGNC Symbol;Acc:HGNC:28133]	0.7290405	
ACOT12	acyl-CoA thioesterase 12 [Source:HGNC Symbol;Acc:HGNC:24436]	0.7284437	
LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17162]	0.7280872	
ENC1	ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]	0.72780544	
MAPRE3	microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]	0.72745585	
URM1	ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378]	0.7273863	
BTBD16	BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:26340]	0.7273573	
B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]	0.7273105	
FAM83C	family with sequence similarity 83 member C [Source:HGNC Symbol;Acc:HGNC:16121]	0.7268388	
SDR42E1	short chain dehydrogenase/reductase family 42E, member 1 [Source:HGNC Symbol;Acc:HGNC:29834]	0.7263653	
CLSPN	claspin [Source:HGNC Symbol;Acc:HGNC:19715]	0.72595507	
DUSP9	dual specificity phosphatase 9 [Source:HGNC Symbol;Acc:HGNC:3076]	0.7258646	
KRT5	keratin 5 [Source:HGNC Symbol;Acc:HGNC:6442]	0.72576004	
ARPC2	actin related protein 2/3 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:705]	0.72565085	
FKBP4	FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]	0.72556955	
DBNL	drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]	0.72463244	
GSDMC	gasdermin C [Source:HGNC Symbol;Acc:HGNC:7151]	0.7246139	
TOR1A	torsin family 1 member A [Source:HGNC Symbol;Acc:HGNC:3098]	0.72451186	
RAB7B	RAB7B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30513]	0.7244913	
WWC1	WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435]	0.72438675	
MNDA	myeloid cell nuclear differentiation antigen [Source:HGNC Symbol;Acc:HGNC:7183]	0.7242333	
UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082]	0.72417605	
ANKRD35	ankyrin repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:26323]	0.7237777	
RCC2	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]	0.7237238	
LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]	0.72342604	
PRAF2	PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911]	0.7231903	
MMP23B	matrix metallopeptidase 23B [Source:HGNC Symbol;Acc:HGNC:7171]	0.7231486	
OR1F12	olfactory receptor family 1 subfamily F member 12 [Source:HGNC Symbol;Acc:HGNC:13964]	0.7230874	
NLGN1	neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]	0.7223411	
FBXO48	F-box protein 48 [Source:HGNC Symbol;Acc:HGNC:33857]	0.72223705	
MFAP3L	microfibril associated protein 3 like [Source:HGNC Symbol;Acc:HGNC:29083]	0.7214616	
MRPL54	mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685]	0.7210327	
PRDM1	PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]	0.72042865	
AKNAD1	AKNA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28398]	0.7200871	
ANXA6	annexin A6 [Source:HGNC Symbol;Acc:HGNC:544]	0.72005194	
PKMYT1	protein kinase, membrane associated tyrosine/threonine 1 [Source:HGNC Symbol;Acc:HGNC:29650]	0.71993685	
SLC2A8	solute carrier family 2 member 8 [Source:HGNC Symbol;Acc:HGNC:13812]	0.71989113	
PTMA	prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]	0.7188603	
HPCAL1	hippocalcin like 1 [Source:HGNC Symbol;Acc:HGNC:5145]	0.71850467	
FMNL3	formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]	0.7184135	
TPGS1	tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058]	0.7183162	
BICDL2	BICD family like cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:33584]	0.7182168	
PSMB3	proteasome 20S subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:9540]	0.7176478	
CBL	Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541]	0.7172823	
PLXDC2	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]	0.716647	
ELF3	E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]	0.7166288	
MFAP5	microfibril associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29673]	0.7158009	
TSSC4	tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:HGNC:12386]	0.7156521	
F10	coagulation factor X [Source:HGNC Symbol;Acc:HGNC:3528]	0.71540755	
SEPTIN9	septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]	0.7152609	
DANCR	differentiation antagonizing non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:28964]	0.7147972	
NXN	nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]	0.71465373	
TRIM47	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]	0.71452725	
CSK	C-terminal Src kinase [Source:HGNC Symbol;Acc:HGNC:2444]	0.71446645	
CD69	CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]	0.7142626	
DUSP5	dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]	0.7141548	
NUBP2	nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8042]	0.71410555	
ZNF831	zinc finger protein 831 [Source:HGNC Symbol;Acc:HGNC:16167]	0.7139827	
HEG1	heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]	0.7139715	
PARD6B	par-6 family cell polarity regulator beta [Source:HGNC Symbol;Acc:HGNC:16245]	0.71371996	
PSMB6	proteasome 20S subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]	0.71346384	
MOB1A	MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015]	0.7129937	
C4orf48	chromosome 4 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:34437]	0.71298194	
ZNF444	zinc finger protein 444 [Source:HGNC Symbol;Acc:HGNC:16052]	0.7127545	
CTSG	cathepsin G [Source:HGNC Symbol;Acc:HGNC:2532]	0.71238774	
TMPRSS11A	transmembrane serine protease 11A [Source:HGNC Symbol;Acc:HGNC:27954]	0.7123464	
ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]	0.71221346	
CHSY1	chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]	0.7116706	
FOXM1	forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]	0.7115284	
PRSS30P	serine protease 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:28753]	0.71124274	
FHIT	fragile histidine triad diadenosine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3701]	0.7111479	
DSC1	desmocollin 1 [Source:HGNC Symbol;Acc:HGNC:3035]	0.7110153	
PRKCB	protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]	0.71071696	
FAM83B	family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357]	0.71029145	
ARSJ	arylsulfatase family member J [Source:HGNC Symbol;Acc:HGNC:26286]	0.7097083	
RAI14	retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]	0.70962745	
ALS2CL	ALS2 C-terminal like [Source:HGNC Symbol;Acc:HGNC:20605]	0.7092357	
TXK	TXK tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12434]	0.7091181	
PLK3	polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]	0.70894617	
ADPGK	ADP dependent glucokinase [Source:HGNC Symbol;Acc:HGNC:25250]	0.70891964	
EHD1	EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]	0.7089129	
BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]	0.70885897	
CASS4	Cas scaffold protein family member 4 [Source:HGNC Symbol;Acc:HGNC:15878]	0.7087085	
RASGEF1B	RasGEF domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24881]	0.70865315	
CTXN3	cortexin 3 [Source:HGNC Symbol;Acc:HGNC:31110]	0.7079143	
GPLD1	glycosylphosphatidylinositol specific phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:4459]	0.70753723	
GRAP2	GRB2 related adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:4563]	0.7073623	
DRAXIN	dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]	0.7072563	
RIPOR3	RIPOR family member 3 [Source:HGNC Symbol;Acc:HGNC:16168]	0.7072391	
GRAMD1B	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	0.70718503	
PAQR6	progestin and adipoQ receptor family member 6 [Source:HGNC Symbol;Acc:HGNC:30132]	0.7070845	
F2	coagulation factor II, thrombin [Source:HGNC Symbol;Acc:HGNC:3535]	0.7070624	
SERPINE1	serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]	0.7068735	
C6	complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]	0.70680654	
ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]	0.70665693	
SPC24	SPC24 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:26913]	0.70612115	
FXYD4	FXYD domain containing ion transport regulator 4 [Source:HGNC Symbol;Acc:HGNC:4028]	0.70610803	
CXCR5	C-X-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1060]	0.7059689	
ITGB5	integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]	0.70498794	
MARCHF3	membrane associated ring-CH-type finger 3 [Source:HGNC Symbol;Acc:HGNC:28728]	0.704587	
SEC14L2	SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]	0.70458066	
CUEDC2	CUE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28352]	0.7040985	
PAWR	pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]	0.7035801	
CENPU	centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348]	0.70352954	
IRF2BP2	interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]	0.70328575	
HJURP	Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]	0.70300573	
LYL1	LYL1 basic helix-loop-helix family member [Source:HGNC Symbol;Acc:HGNC:6734]	0.70203173	
SAP30	Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]	0.7016933	
AHNAK2	AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]	0.7016035	
SPON1	spondin 1 [Source:HGNC Symbol;Acc:HGNC:11252]	0.7014494	
ARF5	ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]	0.70106685	
CES2	carboxylesterase 2 [Source:HGNC Symbol;Acc:HGNC:1864]	0.70091933	
PDCD10	programmed cell death 10 [Source:HGNC Symbol;Acc:HGNC:8761]	0.7008191	
FIS1	fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]	0.70076025	
SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]	0.7005887	
CD96	CD96 molecule [Source:HGNC Symbol;Acc:HGNC:16892]	0.7004764	
ARHGEF39	Rho guanine nucleotide exchange factor 39 [Source:HGNC Symbol;Acc:HGNC:25909]	0.70034695	
NLRP10	NLR family pyrin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21464]	0.7003061	
TMEM198B	transmembrane protein 198B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:43629]	0.70006484	
TMEM102	transmembrane protein 102 [Source:HGNC Symbol;Acc:HGNC:26722]	0.6996989	
MMP14	matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]	0.69876367	
ABHD12	abhydrolase domain containing 12, lysophospholipase [Source:HGNC Symbol;Acc:HGNC:15868]	0.6983117	
WDR74	WD repeat domain 74 [Source:HGNC Symbol;Acc:HGNC:25529]	0.6981633	
MRPL52	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]	0.6981319	
CLCF1	cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]	0.6978104	
PRSS22	serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]	0.6976494	
RAD18	RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]	0.69763094	
